id,name,family,safety,suggested_ns_color,confidence,reason
"c8608900-0f5b-4212-8553-502effb2f693","Lean In Full Can Raise","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e58cec8d-9ac7-470d-b2e6-01de68d9bc98","Internal Rotation Chest Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"0814c2db-f86d-4879-bfed-0fc81d49c049","External Rotation Chest Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"4882950f-4e95-4351-96bd-eb2d1f1b05f5","Kneeling Shoulder Distraction","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b2683dbc-8c9b-4fc1-b3a0-c55db8762424","Face Pull Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"fe9f90d8-c9fd-4b08-a01f-869cd3868a0b","Pull Back Full Raise","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"42c914f2-4d48-49f8-be9b-7372737a72ad","Banded Reverse Nordic Curl","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"3e08ffa5-38ff-423f-b2f6-8ef4124996c2","Assisted Shoulder External Rotation","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"f86052f3-b48d-4086-b084-5cdbbe622c74","Lunging Pigeon","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"347c642d-58ee-4296-8785-c96965fdbe99","Cable Fly","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"6493f4c2-0a4c-4bf3-9755-7bd968160d70","Assisted Dumbbell Bulgarian Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"73ea378b-d7aa-4e4b-82bb-f97cecf4ec9d","Assisted Bulgarian Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"92d89160-51b5-4b5e-9b82-8b7f72d9100a","Assisted Dumbbell Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"058ae73f-8baf-4517-99fa-e6208446dd2f","Assisted Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"bc79cd5a-40e7-4196-b517-1cb1d2ea846e","Air Sit Calf Raise","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e4d1aef6-af95-48e4-b470-b63129f310b2","Dumbbell Bulgarian Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"58308fb9-5485-4de1-a831-2cfb719158f9","Weighted Wall Sit","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ab1adf37-470c-45e6-af93-2dc63e619dde","Heel Raise Wall Sit","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"bdba945f-89df-409a-a887-66538e5c1d70","Zombie Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"72cc7afe-7c6d-41af-a51d-d8a013a1bdc4","Front Squat Cross Grip","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d2e5f600-b886-4a84-8f0a-6d2d29546db9","Slant Board Front Foot Elevated Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9b7ae259-0017-441e-970f-b999f54b44e9","Front Foot Elevated Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"986d407a-e2e9-4dc6-94cd-5e2a81c3cc34","Single Leg Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"cd28f8f6-03d6-47bf-b80b-096dcabf6e9e","Banded Patrick Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"6aedf061-8bd4-429f-be3c-f395b38ca629","Banded Poliquin Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ef3ac960-aef5-4864-ad92-69f8b9148d97","Half Kneel Hamstring Curl","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b616ea06-49b1-4425-8697-8378702e203d","Diagonal Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"119dffea-2ead-4d58-857e-4e4e4173be96","Lateral Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1618d3b9-af20-47da-9185-c63f86735aa3","Monster Band Push Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1654c50a-be37-491c-bcfc-4761c0a4d3ca","L-Sit Cossack Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"05b1636b-6f1c-4545-818b-19690ea5221e","Lunge Hop","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"4c32da88-2205-477a-842b-9244d0a197aa","Assisted Sissy Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a01942bd-257a-460f-a962-a2c035ed227e","Assisted Poliquin Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"f617a99c-f73c-4c60-89c4-0582607a57d2","Banded Rib Mobilization","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"14f6912d-27b9-43a3-9515-265a654593c3","Crossover Side Steps","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e146d0b1-c947-47ad-a8ea-eee562aa0f7f","Lateral Skaters","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"415ac372-b8ba-4e63-bacb-739b2fdfdade","Slant Board Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"c0563abc-f5b2-4b7b-aa1a-049ddd28667a","Lateral Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d9fa474d-b02a-44cc-970a-231d343ab43b","Single Leg Drop","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1a87e45a-a3e7-49b5-8ace-9b98b5f8e091","Bulgarian Split Squat Pulse","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ee51e49c-302b-48f5-8b81-30342cf56028","Front to Back Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"690997b0-eef8-464c-acba-3d6504fb710b","Slant Board Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"f9f342dc-bb17-40e0-b436-05f859c3d357","Step Down","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"10bd88d7-54af-4ace-ac59-d5d90dc4e993","Goblet Side Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9dfef69a-aab5-450d-a413-34fbe1bcaeb6","Goblet Sumo Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b8a74f29-b7a1-4928-a533-0708d95ba952","Banded Terminal Knee Extension Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"615421ba-7c34-41b4-accb-3370d6b01fdc","RNT Abductor Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"23041dfb-ea31-46d0-a12a-4a0f38291c7a","Pulldown Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"3e15bbe9-72f2-4859-a3aa-7fd6599e9ca8","Row Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7f24ea60-54d7-4f58-a54c-7601f45cf13b","Pistol Box Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"16314b04-035f-450d-b31b-2e8539066b3d","Step Down Toe Tap","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e945ac46-8e8f-466a-8022-5ada494d7e45","Banded Shin Raises","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d680c785-657b-41a1-b857-020ebd8be0e3","External Rotation Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"5b4c0590-1195-453d-b005-745a52105693","Step Up March","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9ce78e1f-9402-4615-9f89-d4a79cc28a13","RNT Abduction SL Decline Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b3d0d5b7-8dc8-42bf-83da-013cd8754ff0","Single Leg Decline Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7c818dc0-3b8e-4754-932e-1e40f279847b","Staggered Spanish Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"abf9f175-b021-4de4-a2f1-456ac5002c98","Rebound Y-Raise","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"3b002bd2-4d25-4965-98e3-6a789c49820f","Swiss Ball Pallof Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"31b6e05c-f832-4ac6-98f6-e06a20ab965c","Bottoms Up Kettlebell Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7227ad5e-48e9-4c45-8273-a226ce8f1b7d","Swiss Ball Wall Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"76eab0e7-2d6f-4816-b150-611514ed6a94","Distracted Hip Internal Rotation","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"734d21bb-de1f-433a-b700-a2d6c7fd131d","Hip Airplane","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"c1488b2b-e1ef-471e-a6e2-1d0dbca0ae89","Split Squat Calf Raise","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"16997e9d-4b03-45dc-b7f1-0f004fa35fb9","Pull Back Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"5900266c-3812-4365-ac82-ed1dcf65f852","Squat and Row","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9cf3dbc0-019d-4fde-8b7e-dcf6a6cbb291","High to Low Split Squat Chop","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a7273d50-21b6-4984-ab00-f3d43a9f8443","Cossack Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"284434a4-3d27-4b03-9718-63e4ac9b4b00","RNT Abduction Split Squat (Trail Leg)","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"4cbcc57f-9de1-44d3-af39-d21937ba68fb","Zercher Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7852ff94-eed9-440d-86da-ff82ec39a681","Three Point Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"2dfe13e4-3006-40da-95f6-9ace767b0515","Banded Toe Raises","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"aa974b2b-983b-4c47-b3e9-e0c70a138e6d","Wall Lean Chin Tuck","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1022574a-b5ec-4a38-8272-a2d0000ffcd9","Standing High Row","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"f15857e0-2719-4775-a7b9-60ab348b3931","Standing Banded Row","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ae5516d0-8a7d-4417-ad32-d8639676d19f","Banded Hamstring Curl","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"3d9e9f1f-bd48-4712-b71d-1676d138f78c","Reverse Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"500bcf1d-5bee-43d4-9f16-6ee51d154ab4","Banded Triceps Kick Back","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d9b40587-ec0d-4fa1-b9f8-7a455b84e38a","Overhead Triceps Push Down","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"82e4c3cb-b457-4355-b662-1eae478bd1eb","Dowel Side Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b9d47de9-b785-459d-b422-9dd25b527b46","Counter Rotation Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b986480a-18f9-4892-a662-bad91b71abfd","Clubbell Front Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"88a88cc4-c1f1-4568-9133-cde9ac451db1","Clubbell Barbarian Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"8108c2b5-a177-4f55-9df0-0bb77b1aca1c","Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"c119373b-1a37-4e87-8bb6-2a42b7ff5357","Balance Pad Single Leg Drop","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"212e71ce-9f9e-4080-b808-02ff32b33264","Banded Box Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7d27a9c0-f82a-4351-83db-f6e0c7539c46","Short Foot Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"36017948-687f-4f9e-a8af-d1e01a5cbaac","Modified Peterson Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"55ea3d56-4978-4eb8-b846-6a3a01b15f17","Side Lunge Plate Pull","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a6b81b06-c425-4817-9e3d-13065aaac84d","Back Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"0c448231-926c-4274-ae55-41e55ceb69fd","Front Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"5a3baead-c12c-4c42-97dd-5ff33fbd7f80","Patrick Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d5565e8b-4020-4b66-97d0-6b6673a0fde1","RNT Adduction Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"39e7e41e-7f0d-4870-b82d-b80a55849fe6","Alternating Calf Raise Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a50dccdd-413f-40c5-aa9c-c81078b17be4","Wall Ball Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e3babaf4-d277-4a38-8476-bc75ecd6e05d","Wall Ball Hip Opener","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"0bb8e685-fa40-42a2-8070-d457f0a6370a","Wall Ball Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"58724ff8-8412-44be-ada9-aaa5a9ba1f76","Balance Pad Front Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"cdc2f4a8-10dd-4eff-85a8-5bfdebe3ee29","Balance Pad Reverse Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"902e7933-1282-45eb-b192-3ab1b03e9a07","Balance Pad Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"73afba88-7fe5-4d56-bb18-822fd45dc2ca","Front Pull Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"263967f2-a35a-4354-b2d5-2522b5c1c1fb","Counterweight Pistol Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d26ed29e-6dca-4634-bf07-fa537d70436d","Tip Toe Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"97f4b666-39b5-4ab3-9f20-f4104486d0ad","Narrow Stance Heel Elevated Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"17fa74d9-3881-4a75-884e-fae710c4014a","Knees Over Toes Front Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"74b1f709-abef-4758-91ac-8dba4120c982","Half Squat Pallof Side Step","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"45602695-34d0-49ea-b5ce-67cb0edb1c37","Poliquin Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"13ef558d-079e-4bde-969f-a954c596af45","Heel Elevated Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1f86a41d-b49e-42fb-8a42-47856a3f29d8","Front Leg RNT Adductor Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"bc9d673d-36c9-4a9b-bbdc-a68f65b44637","Trail Leg RNT Adductor Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"21bc0eba-6658-4e60-9b15-5658b33687de","Adductor Squeeze Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"6c6dcb8e-3186-44b0-b31d-363eded61c2b","Deep Knee Bend Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"748b575d-4f58-4302-bdc0-07e966886106","Toe Up Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"f48240b9-762a-41dd-9697-b10164c07511","Step Up","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"223c8380-19f4-4a7b-9118-52578d74f773","PNF Hamstring Wall Slide","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"20b3c283-77cc-4103-b238-012e20c11c4a","Sissy Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"15cade2c-99e2-4f57-863a-ec8bd2be84e3","Assisted Sissy Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"80234d1e-3b6d-4e20-aa45-a532743c1e1c","Assisted Reverse Nordic Curl","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"357527b9-1dd1-4306-b8cc-d7d5ab3649dd","Split Squat Low High Chops","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e959a962-e42d-4981-ad2f-20788055b47c","Banded Pause Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ee3d9c22-0e61-4e1d-9c5d-3c4038fa4ca7","Walking Lunges","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"264c5245-c522-4c16-919a-d21001317d97","Knees Over Toes Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"c4ac1a9c-4372-4105-9ffe-75f48a14cb64","Bulgarian Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"5dcd7cb5-8b60-4da1-be22-c24aa9b8a1b1","Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"6273f99c-e24a-4d0c-b8ce-3e69be36f21a","Banded Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"8171bfa1-3c13-491d-bdce-e355893612c9","Goblet Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"3c519b62-693d-49d4-b7f6-19542fdfab92","Eccentric Pistol Box Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"54857609-9e7d-4af9-bc6a-50f90f5b8f83","Eccentric Goblet Pistol Box Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ab237a86-78e8-451d-b7a2-d31492fe921f","Reverse Lunge to March","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1421d0fd-95f0-413e-9036-a1c18859dec2","Banded Lunge March","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ff0740ab-2cff-4246-bb0c-6ccca9fe59a6","Lunge Slider","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"958bdff2-0778-46a0-9d54-f40613c63d0f","Band Pull Lunge Slider","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"434cdbed-2f8b-48ed-823f-39439afbab43","Counter Balance Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"bb6cffee-bb6a-400e-bbf9-a11ad1f677b5","Squat to Kneel","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"375287fe-8849-4483-ad4e-6471080d050c","Banded Shoulder Distraction","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7edc42ee-1a89-4f49-98ad-74e3f5819459","Banded Robots","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9f473715-b0f6-46f1-bd39-c5747f39f634","Wall Block Windmills","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"d1c98ea3-38ec-4e91-bc00-612ea7368fe5","Crab Walks","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a91bec6e-8b69-4f6e-b5b3-ec412f971f8b","Monster Walks","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"156a7e2a-2a9d-4736-bb87-20199b52f922","Chest Opener","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a0b2d38f-97ba-48d3-a9b1-89dd637bbc02","Prisoner Squats","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"48415d86-f967-4f12-b7bf-279e2584969b","Unilateral Y Raise","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"cb7a63a1-ab72-4641-8220-1980f60209d9","Banded Hip Scour","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"1166e1f0-47b0-4c6f-a382-273a528976f1","Split Squat Kettlebell Halo","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ee8c40fa-76ab-4177-99e8-4ca80700f02a","Face Pulls","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"b7123048-efcf-4d37-8bc6-9028314b6c6d","Ankle Scour","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"875b8f57-5f55-4ebb-8a9d-4a59b18d4322","Knees Over Toes Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"997018c8-af8d-4076-a6e5-7eca651fc471","Knees Over Toes Box Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"e88656fe-45dc-4e64-909c-eeb208907cb7","Peterson Step Ups","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a98edf43-e739-4d6d-9055-69047fffa4f7","Deep Squat Rotations","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"956a2bf5-446e-4fb9-905b-8b62fb765e3f","Curtsy Lunge","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"ef2f5ca5-becb-4317-9a5f-92ebe51444a8","Hip Abduction 1/2 Squat Pallof Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9c3f55c8-34f2-4e67-a7b2-f28632dff1ff","Spanish Squats","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"8b9dcb9c-c8b9-4b0e-aedb-a4b64e291c4e","Side Lunge Hip Rotations","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"8fc1831d-abc6-4ec7-87a5-b542b1f7f782","Anchor Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"2a790c1c-7a02-45f5-bae0-20e5ac4aebfa","Split Squat Pelvic Tilts","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"df08541f-02cf-4ddc-991e-b85800df5381","Lawnmowers","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"a4f0274e-fab5-417b-9d56-f4d456bbde05","Split Squat Sprinklers","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"8f53a7eb-b372-472c-8cb0-e5824018ee7f","Half Squat Pallof Press","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"164bdc45-b111-4eef-8e8e-6332cd724933","Forefoot Lift Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9da40613-426f-414f-a5b3-9624081fabbc","RNT Abduction Split Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"6b13c83d-bd1a-4dfb-9ff1-ae3b016a7f50","Isometric Pallof Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"7d56af3a-d9a1-4da8-9068-315c2dcfaf38","Box Squats","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"f06a058b-1828-49b7-a54d-98984b611a84","Isometric Row Squats","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9ab33c1c-a502-41dc-8c13-1fbce462359d","Squat and Reach","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"4a9c79ff-d4f3-4dd8-85b5-3917c23d63dd","Knee Tap Squats","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"0f61c6a6-c45e-4041-982a-f166a198deed","Ankle Rocks","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"228aa2b2-8775-4e8c-a437-8f3baca5002c","Kneeling Thoracic Extension","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"675e3ae0-5ca0-4e7a-88c9-59025676968b","Spiderman Rotations","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"eb675d66-017c-4da9-8d95-9d9c7e6298b9","Deep Squat","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"6147f4c3-e5d8-4ec1-917e-55cc9e6e6669","Strength Dose (Progressive Loading)","Squat","green","Green","low","safety=green, unknown family 'Squat' — defaults Green, needs review"
"9c2dfce8-eda6-4ce4-b71a-d91a15a77a73","Bracing","Unclassified","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Unclassified'"
"8c3d4dc6-befa-48e6-a229-f765b83319b1","Early Hip Abductors/Extensors","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
"af463230-98e8-40fa-99f8-e9799633b2da","Bear Crawl Leg Lifts","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
"8a38201a-a2ca-48ff-819e-d4714455f7f7","Bear Crawl Arm Lifts","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
"3fbca1cf-a7cf-4adb-8953-e9a098fa3bcd","Pelvic Rocks","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
"b1b3f115-d6db-4948-88b7-bf32dc95b9e1","Dowel ABCs","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
"274908ed-c769-427d-8b5b-130c60905e63","Isometric Wrist Pronation","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
"2d3d8221-da40-4d84-9f87-81e573c1a722","Suboccipital Massage","Unclassified","green","Green","low","safety=green, unknown family 'Unclassified' — defaults Green, needs review"
