id,name,family,safety,suggested_ns_color,confidence,reason
"78a17a30-7b7a-424e-a912-6e909589adb2","Banded Backwards Walk","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"ff1e5f4e-38bc-4989-95c1-60fcc8438510","Scapular Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"468aeb68-1a7a-475d-bdd1-04b2131ede87","Dowel Teepee","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"a36bc411-34f7-499c-ad3d-ab4424c620dd","Scapular Pull Ups","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e528dfb5-5279-4580-a9fc-4a4ca06a0979","Band Assisted Pullup","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"f881ae0a-5f14-4ff3-8083-5c2eec6e4d49","Countertop Lumbar Distraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"4c24dc17-7b4b-483a-a94f-c151e6b5fc9f","Quadratus Femoris - Trochanteric Drawing","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"bc7c59c8-6ca9-4dcf-8c1f-a5c4397a9b7c","Banded Lat Pullover","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"d318ae79-7618-45db-be48-933973187562","Banded Lateral Raise","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"6912ca0c-ff57-47a4-bf0f-84288751e43e","Banded Front Raise","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"ef7f9c63-9d8b-4a21-8363-60415845ed71","Crook Lying Lumbar Distraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e73afb94-58d3-4c70-b54c-3629bb50899d","Psoas Major - Tonic Pelvic Floor / Respiration","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"eb63058f-bd01-4a3c-bfa5-d5e3af69a450","Deep Sacral Glut Max (DSGM) - Pelvic/Ischial Gathering","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"242f0c9d-b069-420c-98bc-57a0abf1a036","Thigh Pull Lumbar Distraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"fc188fe0-f9cc-4810-9848-9b82dbc8b450","Crook Lying Lumbar Traction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"d75e58b7-ca21-4073-9b56-b241e1929c67","Calf Pull Lumbar Distraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"6505b34a-d815-47df-b757-5a5055fdb8cc","Pigeon Pose Lateral Distraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"b827d9ba-cb11-42ea-9db8-e4b99bea34b9","Seated Deconstructed Face Pull","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"927ae18a-415e-489e-84ea-16d58b7a683c","Side Plank Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"ecbf1d05-7936-4f1b-8fe2-99108b70a3c7","Lumbar Pull Through","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"aaf3b315-e133-4ba6-bb64-a316c0037b37","Banded Glute Bridge","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"dd1aa7a8-cd5f-41b1-b4f2-0d362c7421d0","Psoas Sidelying Rotation to Neutral","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"b5e52717-2ae1-4ebc-8176-490e64ed17d3","Dowel Shoulder Internal Rotation","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"2085b2b3-6fbf-4b0f-bd32-adfdf7ca896f","Unsupported Sitting Hip Flexion Test","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"f0298a26-4fa0-4824-b7d9-c52935474642","Scapular Downward Rotation/Pec Minor Bracing: Scap elevation, depression, downward rotation, or lat dorsi co-contraction rigidity","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"103c1963-ace8-4144-be3f-a82be186f1c8","Banded Apley’s Scratch Protraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"2ac7530c-1669-488b-a2a2-f7594ad5f774","Towel Curl","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"74efc0af-8a1f-43f5-9878-496b8a33c70d","Banded Apley’s Scratch Retraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"6cf9f33c-565e-4426-b701-c46022c39359","Glenohumeral Bracing: Lat dorsi or pec major excessive co-contraction, excessive anterior glide of humeral head, or rhomboid/levator elevation","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"4802d136-ecc0-4e66-ae0c-24f63965196e","Foot Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"70b39678-4e65-426b-a924-221c17afde47","Quadratus Femoris","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"cf0e1a2b-8514-4efa-a3c4-154946ba4a59","Quadratus Femoris","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"3c8c3287-4129-4344-ba94-df22357a42d9","Cervical Circles","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"69453548-148f-487c-a568-6bb62697d5fc","Thoracic Openers","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"565dd091-a78c-40e8-b9cd-22f821666263","Hamstring Slider","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"36798ca2-0eec-4bc4-8571-461508006de9","Half Kneel Knee Flexion EQI","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e509c05e-1804-4228-891a-7351e4f3df8f","Eccentric Hamstring Slider","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"fdb5c654-46a0-45ba-b9f9-4f56dcfe6f1d","Foot Lateral Band Pull","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"28fb45a6-f619-4e48-b83f-78aa61b77b79","Deep Sacral Gluteus Maximus (DSGM)","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"b4cba4b7-0ce8-4798-8121-f46404d2b131","Russian Twist Pass","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"f13b42ef-7a7a-46cf-973d-0abcfe8dfebc","Eccentric Lowering from Flex/Abd/Lat Rot","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"33f4ac49-f5a7-4862-8549-4c02475adfe0","Cross Band Single Leg Heel Raise","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"b250e00f-6f3e-4838-a090-764da545c72b","Partner Russian Twist","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"3e83ebd9-2e57-4124-ac70-5dd13ed9eb52","Pelvic Floor","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"e44beed1-ccda-4dcd-9d04-858a997f0383","Internal Rotation Foot Slider","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"f2a0e38a-1d26-4f2e-807c-58cd194eceb0","SIJ Dysfunction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"1d88d979-acfd-40ad-80de-0ebb98accd8d","Mountain Climber Sliders","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"64222e5b-13a4-40f9-8c1d-04082f132986","Band Assisted Thread the Needle","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"671719e9-dcc5-495d-af3c-a72d07889d84","Assisted Great Toe Abduction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"5fa4c522-1ac8-4e57-9d2d-6899ebbe6e1e","Assisted Scapular Pull Up","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"70cf03ba-0ca7-4ed6-a18b-c551965e8c82","Posterior Gluteal Complex Bracing: TFL dominance (medial rotation/flexion), loss of lumbopelvic control, pelvic hitching (QL/lat dorsi substitution)","Pull","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Pull'"
"0001caf5-625a-4f64-8d3b-25caa85703bc","Rebound External Rotation","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c01c8261-fbf2-4848-a365-1877207c506f","Band Assisted Neck Extension","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"16a64a7b-9903-4753-9e36-5b70979b7d82","Supraspinatus Massage","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"a612ae47-7c62-405e-9fcf-43aa5058321d","Short Foot Side Lean","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"89299601-08f7-4ea6-87f4-c8006151d3e5","Kneeling Groin Slider","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c220702b-eb9e-4285-8d5a-18d17381e45a","Thoracic Flexion Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c39e5143-9daf-4ecd-af3b-b7a95298b2ee","Front Leg Terminal Knee Extension","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"7de5e957-7027-4baf-8fd0-db2e107f57fc","Trail Leg Terminal Knee Extension","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e1b1bc22-3631-48c9-b58b-4cc7749bca7a","Cross Over Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"f2a094d6-49fe-4def-8c4b-45ac0d2bab4c","Seated Reverse Clamshell","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"fdf7c0da-2504-4641-abb6-fdb85c9ecb52","Wall Lean Banded Toe Raises","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"51a710f1-e6c5-4e8b-9292-8161bc7552cb","External Rotation Plate Perturbation","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"137e7c43-fc5d-49fe-81b2-902c7b8203ac","Internal Rotation Plate Perturbation","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"5e032f18-f2bd-4d89-855d-039b0c791c74","Half Kneel Lower Lat Pulldown","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c460896c-6522-4cac-b1d7-9997bc4e788f","Single Arm Cable Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"202b4c88-5b85-4e9a-a6e6-16ade9066af3","Lower Lat Pulldown","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"d1f7af18-bb93-49b1-9334-78cd04c4bfa6","Horn Blowers Plate Perturbation","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"90e3e838-c679-4855-aa2a-b39581e0242b","Metatarsal Open Book","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"90e52686-08a2-4ccc-970a-aabf3fef90f4","Banded Pec Pull","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e24e9cf1-48fb-4459-8e7d-e739f22f2db7","Assisted Neck Rotation","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"b1d7e9b4-004c-47fe-a33f-c3a34b8cb496","Single Leg Stability Ball Curl","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"561ceae6-e134-40e4-a91f-fdf6dffcc9e2","Assisted Banded Hip Adduction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"3c1d92f0-9e78-4787-95ce-7792b3c2440c","Banded Pull Apart","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"f84d649d-8415-40ba-8532-4f963aa167aa","Scapular Pulldown","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"712ae134-3619-4a67-9af0-18f399e31f44","Cable Diverging Pulldown","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"2e8d91d7-a1eb-4ecc-89a6-9dbb80cdb416","Banded Lean In Lateral Raise","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"335d617b-66b9-449b-9de1-eb7c77dd7d3b","Banded Hip Shift","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"6e1cd00a-3f61-4855-ba31-fe613d5dd0d2","Cable Reverse Fly","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"3c778385-4144-49f0-a5ff-d8241d179763","Cable Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"30e19454-fc54-4e68-856d-7a92607800fe","Overhand Cable Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"93f320ab-5fd5-4cc9-bc95-091e0050c203","Underhand Cable Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c7055ec8-5879-4834-993c-79b278c7d46e","Banded Angels","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"cf9ceb50-1122-4747-b8d1-6a68802d5786","Seated Banded Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e2f283b3-0bc6-4630-a7b1-65abf6055ca6","Seated Banded Reverse Fly","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"716c0d74-7b2d-488b-b259-566c722083a8","Thoracic Rotation Flexion Reach","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"e76823b8-db07-4d26-aa35-144e8d625aaf","Banded Bent Over Row","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"d5835821-5eba-46cf-996c-3f24a896bfa6","Banded Lean In Empty Can Raise","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"1b82f6a7-c832-4764-a24c-995ed48b8e63","Bent Over Reverse Fly","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c6dcc3c3-d5c2-4df1-8d68-4b171d447cfe","Band Pull Dead Bug","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"31ec8e2a-a6c5-4924-8c6c-7185ad628916","Front Band Pull Shoulder Rotations","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"46ecf9a4-ca89-4959-96b4-f177c10ff8e1","Lateral Shoulder Distraction","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"4e3215d3-25cc-4922-8771-c8f3a2d47e79","Half Kneel Woodchop","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"ef3223c3-e3a2-4339-93ad-9b60187700df","Cable Face Pull","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"c4ca984c-17c0-4b80-97d8-bb1c946d1e80","Short Foot Get Up","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"3a9de4c6-334b-453b-9b6a-9d5269cd4582","Rebound Front Raise","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"39c5feab-a50f-45f6-8da6-f0ef8253fcf2","Banded Straight Arm Pulldown","Pull","green","Green","low","safety=green, unknown family 'Pull' — defaults Green, needs review"
"a556b7e5-84e5-4284-9bb8-dc22a6ce1cfb","Incline Bench Lateral Raise","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"414d76d1-729f-499a-a809-b9089b41a2e3","Incline Bench Full Can Raise","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"61caa747-d2a7-4372-a2f2-743b37b9f4a8","Incline Bench Empty Can Raise","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"38891bb4-436e-4623-9c85-4e82884bde47","Incline Bench Scapular Row","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"4558065c-b1e5-4d7f-8444-1085f08bfed8","Ankle Eversion ABC","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"697c9fca-ce6b-42b7-a070-9683388e9b4d","Knee Extensions","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"801bbe9d-5ece-4bdf-aa00-92a2e3a04397","Ankle Inversion ABC","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"856e47e5-35c0-42b1-bb9f-943bcf02c5f4","Triceps Active Massage","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"dfe7a673-f0df-4fb0-b5c3-6477d0381ae0","Isometric Kick Back","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"21620bf2-8070-4756-82c6-21729b63422c","Pronator Quadratus Active Massage","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"9200109b-314c-490b-b50c-19eafb9ef704","Elevated Single Leg Bridge","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"faf94d6b-1a4b-41ef-9a14-d5015abb631c","Half Kneel Pallof Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"fef89429-3a0c-40b6-a52a-41712ecd4d59","Swiss Ball Adductor Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"080136c6-0b72-4716-8865-1651c7357417","Isometric External Rotation","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"df5db21e-69fe-4822-904b-be96ad40a3da","Isometric Shoulder Flexion","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"2e823136-5717-4a3b-a2ee-7223b1a67024","Couch Leg Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"cf12053c-cb45-4e7a-9679-d88f20938be4","Isometric Shoulder Abduction","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"94aeba87-51d5-49f3-8636-545c78dd33a8","Isometric Shoulder Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"dbace7e5-88dd-4a86-accb-affaeb2c9aeb","Short Foot Push Off","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"d9d4424b-6001-49a7-aaeb-fe20b5294832","Posterior Glide Shoulder Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"c2893fad-48d8-4c42-8626-58d5d9863f0b","Dowel Hip Internal Rotation","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"af616d12-462c-4962-8874-32058e6052e4","Bilateral Internal Rotation Bridge","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"d2242290-fa7a-4a71-bd62-21546f2bfcd0","Bilateral Internal Rotation Hip Lift","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"bad45253-fe69-4d29-bf86-98f3a2e2c450","Dumbbell Curl and Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"e047d19e-d221-4926-8c71-9a23bc9f9923","Scapular Push Up with Band","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"dd6048e0-c0f8-47ab-9e99-e1bcb58975e7","Dumbbell Squeeze Press Drop","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"0e7e3668-f757-4be5-ad62-ae6c43af2671","Happy Baby Rocks","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"1ed11e59-7558-470b-9cfc-d598560810ac","Elevated Glute Bridge","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"f5432c89-44df-4685-be19-306ec7a76d4f","Seated Hip Internal Rotation","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"b0e7c96d-7a80-44c3-843b-92e11e86eda1","Wall Isometric Lateral Raise","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"45d03e7f-f9de-40b1-a595-6bd005e93f2c","Elevated Glute Bridge March","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"a87aef69-3b07-469a-80b4-40e4b225bc3e","Arnold Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"afc57c04-165c-4f36-8417-af9537eff02b","Seated Banded Hip Internal Rotation","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"378c6609-df28-4267-ace0-b20b445cdf17","Banded Overhead Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"8050fe91-63d8-43e3-94fb-a035ea630bf1","A1: Step-Stance Hip Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"e286e61e-7ef3-431a-ac46-735c8290755b","Dumbbell Scapular Circle","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"8139f89f-16fc-44e9-a4a1-e4de2795542e","Seated Thoracic Rotation","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"faf804c9-9af3-4c26-ad4c-ff7ee13dbcb0","Shoulder Abduction Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"34c76da2-b0d2-458f-998b-85f8b5445387","Press &amp; Shrug","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"b5bdc8d1-6d79-4e57-9f41-ccccf90c6cbc","Dowel Shoulder Abduction","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"2b814f00-b586-4826-990b-8ee2f0de3956","Dowel Shoulder Pull","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"07999704-ecf8-441f-bf48-4ed0ef4ed4c6","Wrist Curl","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"afc66af3-28b6-4ac9-98d8-82b512abb110","Banded Ankle Dorsiflexion","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"d01d528a-822b-4ea9-81a8-cb51e91e89d6","Z Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"0e4603d5-67eb-4747-83b9-37c22d6d54b9","Wall Press Dead Bug","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"ae094ec8-7a74-4b62-9bbf-f8e6a1cf1cfc","Air Angel","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"e00c5281-15f2-4f25-90bd-22af35b3be06","Cuffed Angels","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"c70f8da9-e2ec-4ea5-bb06-4a8b7c7852b3","Isometric Lat Pulldown","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"f759e7e6-d94f-436f-88a7-007e042cd181","Swiss Ball Chest Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"1f854610-110b-41dc-868f-a79207fcecb1","Dumbbell Leg Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"e13221f1-ced5-49f3-af93-d430cd9ad49a","Swiss Ball Alternating Chest Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"ba3f2fa1-832e-4f90-aaf1-19fd21ac6747","Swiss Ball Pec Fly","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"46cc30ac-0365-4d46-b11e-83a762035a19","Segmental Thoracolumbar Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"d7a733fa-011a-4d6e-9002-b9e671d4fa0a","Floor Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"b9a2df6e-ac4a-4f39-b6ec-5e06b19af7e1","Banded Shoulder Lateral Glide","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"e9da3ac6-2f0a-4338-9132-a0e32c1aef5d","Landmine Shoulder Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"7d89fa4b-f1fb-49bc-8bc5-ee24cabcf8a2","Towel Elevated Half Push-Up","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"8de9a4cf-67fb-4146-86eb-470aba82628c","Push Up Shoulder Taps","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"cf032d67-ad1e-4eaa-aab1-5017f738853c","Military Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"b31f195a-84f8-44c2-972e-ccb0f9279c49","Landmine Z-Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"1b91f6f4-7815-41a6-9004-2b071bb0613d","Shoulder Tap Half Push Up","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"208aa4d1-f528-4d6e-aa27-63ce071f5af7","Bridge Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"b69d907f-a917-426f-9bec-91c8bd2edbc6","Bottoms Up Narrow to Wide Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"65b919b7-a037-4ff5-b13d-fde2ed3665e9","Bench Supported Row","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"98c46ed8-a47d-4299-95fe-d73486007c28","Bench Supported High Row","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"284a7251-abb0-4072-b41d-36670ed90fa8","Bottoms Up Wide to Narrow Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"753d58c6-a737-4527-ae15-a41a4cf1f28e","Barbell Z Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"fe3c8eca-cdc7-4d09-94db-293cfdaff4d3","Piriformis Closer Mobilization & Muscle Release","Push","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Push'"
"03f0a441-4cc3-467f-8e1b-fe01e41e6387","Dumbbell Dorsiflexion","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"cdff6369-5349-4c55-88e9-282836a4cafe","Piriformis Self-Mobilization (Level 3c)","Push","yellow","Amber","low","safety_tier=yellow suggests sympathetic activation, unknown family 'Push'"
"55a7d33f-8024-42b6-b068-3609af5aeafc","Pull Up Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"3b4e7698-039d-4326-9d8c-7cfa658e34b3","Bench Thoracic Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"15fdfc07-c735-476c-ae45-0dcb4daa2e7a","Copenhagen Planks","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"998fcc4e-bc9a-4421-a823-41d6ad5c6cae","Pull Apart Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"35d0825f-44ed-42aa-bdfe-31011bb7cf26","Standing Lumbar Extension","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"efd13b1e-5f46-40ec-b40a-2796c9aa0766","Calf / S1 Contract-Relax (Level 3c)","Push","yellow","Green","low","name matches green pattern /relax/i BUT safety=yellow — may be describing dysfunction, needs review"
"224b28f5-96f6-4ac8-af97-7b2d4e3719ca","Bottoms Up Arnold Press","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
"07bd728e-cf36-4929-89cb-70fd016515a7","Iso Dip Neck Rotation","Push","green","Green","low","safety=green, unknown family 'Push' — defaults Green, needs review"
